Order Id,Customer ID,Cust_name,Age,City,State,Order Date,Ord_Status,Product ID,Prod_Name,Category,Sub category,Price,Quantity,Amount,Paymt-Mode,Delivery Time,Delivery status,Distance,Rating,REVENUE,DELIVERY_time,Distance_category,Order Type,MONTH,,,,,,,,,,,,,,,,,
O009710,C09710,Ananya Khan,34,Mumbai,Maharashtra,2023-02-08 00:00:00,Delivered,P00021,Pure Eggs 200g,Dairy & Bakery,Breads,40,4,1120,UPI,39,Delivered Late,3.4,3,160,Fast,Near,Successful,February,,,,,,,,,,,,,,,,,
O009711,C09711,Meera Sharma,53,Mumbai,Maharashtra,2024-01-16 00:00:00,Delivered,P00171,Green Banana 1kg,Snacks & Branded Foods,Instant Food,40,2,760,UPI,30,Delivered Late,3.3,5,80,Fast,Near,Successful,January,,,,,,,,,,,,,,,,,
O009712,C09712,Aryan Gupta,42,Kolkata,West Bengal,2024-05-23 00:00:00,Delivered,P01087,Urban Namkeen 12 pcs,Snacks & Branded Foods,Chips & Namkeen,40,3,360,UPI,11,Delivered Late,0.8,1,120,Fast,Near,Successful,May,,,,,,,,,,,,,,,,,
O009713,C09713,Kriti Yadav,41,Jaipur,Rajasthan,2024-09-11 00:00:00,Delivered,P01051,Quick Almonds 200g,Baby Care,Diapers,370,2,180,UPI,53,Delivered Late,7,2,740,Slow,Far,Successful,September,,,,,,,,,,,,,,,,,
O009714,C09714,Isha Khan,40,Ahmedabad,Gujarat,2023-11-18 00:00:00,Cancelled,P00287,Smart Toothpaste 500g,Dairy & Bakery,Paneer,200,3,450,Wallet,25,Delivered Late,2.4,3,600,Fast,Near,Failed,November,,,,,,,,,,,,,,,,,
O009715,C09715,Yash Patel,30,Hyderabad,Telangana,2024-11-19 00:00:00,Delivered,P00070,Pure Milk 200g,Beverages,Soft Drinks,160,1,210,Cash on Delivery,52,Delivered Late,5.7,5,160,Slow,Near,Successful,November,,,,,,,,,,,,,,,,,
O009716,C09716,Aryan Patel,57,Lucknow,Uttar Pradesh,2023-03-29 00:00:00,Delivered,P00604,Metro Toor Dal 1L,Snacks & Branded Foods,Instant Food,120,2,400,Cash on Delivery,32,Delivered Late,5.4,5,240,Fast,Near,Successful,March,,,,,,,,,,,,,,,,,
O009717,C09717,Vihaan Gupta,22,Ahmedabad,Gujarat,2024-04-12 00:00:00,Delivered,P01078,Pure Banana 500ml,Beverages,Juices,100,5,600,UPI,78,Delivered Late,9.1,4,500,Slow,Far,Successful,April,,,,,,,,,,,,,,,,,
O009718,C09718,Rohan Mehta,46,Chennai,Tamil Nadu,2023-09-23 00:00:00,Returned,P01035,Quick Milk 12 pcs,Household,Disposables,180,2,460,Cash on Delivery,22,Delivered On Time,2.5,5,360,Fast,Near,Failed,September,,,,,,,,,,,,,,,,,
O009719,C09719,Riya Patel,34,Mumbai,Maharashtra,2023-08-10 00:00:00,Delivered,P00527,Green Juice 6 pcs,Dairy & Bakery,Milk,100,5,1750,Cash on Delivery,34,Delivered Late,1.9,1,500,Fast,Near,Successful,August,,,,,,,,,,,,,,,,,
O009720,C09720,Riya Sharma,27,Mumbai,Maharashtra,2023-05-05 00:00:00,Delivered,P00664,Pure Juice 500g,Household,Cleaning Supplies,50,5,1400,Wallet,21,Delivered On Time,5.2,4,250,Fast,Near,Successful,May,,,,,,,,,,,,,,,,,
O009721,C09721,Krishna Khan,42,Pune,Maharashtra,2024-10-29 00:00:00,Returned,P00028,Pure Toor Dal 1kg,Personal Care,Oral Care,190,5,1900,Debit Card,31,Delivered On Time,7.5,4,950,Fast,Far,Failed,October,,,,,,,,,,,,,,,,,
O009722,C09722,Pooja Khan,34,Ahmedabad,Gujarat,2023-09-06 00:00:00,Delivered,P00787,Urban Namkeen 6 pcs,Beverages,Tea & Coffee,210,3,570,UPI,76,Delivered Late,7.7,3,630,Slow,Far,Successful,September,,,,,,,,,,,,,,,,,
O009723,C09723,Khushi Mehta,44,Jaipur,Rajasthan,2024-12-21 00:00:00,Delivered,P00485,Quick Namkeen 500g,Grocery & Staples,Atta & Flour,210,2,1100,Credit Card,46,Delivered Late,4,4,420,Slow,Near,Successful,December,,,,,,,,,,,,,,,,,
O009724,C09724,Saanvi Patel,20,Mumbai,Maharashtra,2024-03-28 00:00:00,Delivered,P00994,Metro Coffee 1kg,Dairy & Bakery,Breads,70,2,460,Debit Card,62,Delivered Late,8.7,4,140,Slow,Far,Successful,March,,,,,,,,,,,,,,,,,
O009725,C09725,Riya Mehta,42,Mumbai,Maharashtra,2024-06-22 00:00:00,Delivered,P00043,Quick Floor Cleaner 500ml,Beverages,Soft Drinks,150,3,2280,UPI,39,Delivered Late,3.9,4,450,Fast,Near,Successful,June,,,,,,,,,,,,,,,,,
O009726,C09726,Aryan Gupta,33,Kolkata,West Bengal,2024-05-06 00:00:00,Delivered,P00787,Urban Namkeen 6 pcs,Beverages,Tea & Coffee,210,3,690,UPI,60,Delivered On Time,8.6,4,630,Slow,Far,Successful,May,,,,,,,,,,,,,,,,,
O009727,C09727,Krishna Patel,33,Pune,Maharashtra,2024-03-21 00:00:00,Delivered,P01185,Urban Milk 6 pcs,Household,Laundry,330,2,80,Credit Card,28,Delivered On Time,4,3,660,Fast,Near,Successful,March,,,,,,,,,,,,,,,,,
O009728,C09728,Aryan Gupta,24,Bengaluru,Karnataka,2024-04-04 00:00:00,Cancelled,P00436,Daily Banana 1L,Grocery & Staples,Rice,450,2,420,Credit Card,52,Delivered On Time,5.9,5,900,Slow,Near,Failed,April,,,,,,,,,,,,,,,,,
O009729,C09729,Diya Khan,24,Bengaluru,Karnataka,2023-10-30 00:00:00,Delivered,P00897,Fresh Atta 12 pcs,Beverages,Juices,240,5,1100,Credit Card,73,Delivered Late,8.1,5,1200,Slow,Far,Successful,October,,,,,,,,,,,,,,,,,
O009730,C09730,Aryan Yadav,59,Mumbai,Maharashtra,2023-12-08 00:00:00,Delivered,P00643,Happy Banana 200g,Grocery & Staples,Dal & Pulses,580,2,400,UPI,35,Delivered Late,3.4,3,1160,Fast,Near,Successful,December,,,,,,,,,,,,,,,,,
O009731,C09731,Rohan Verma,54,Kolkata,West Bengal,2023-05-16 00:00:00,Delivered,P01178,Daily Cookies 12 pcs,Baby Care,Diapers,690,3,810,Debit Card,60,Delivered Late,6,5,2070,Slow,Near,Successful,May,,,,,,,,,,,,,,,,,
O009732,C09732,Rohan Yadav,38,Delhi,Delhi,2023-07-16 00:00:00,Delivered,P00988,Happy Curd 2kg,Beverages,Juices,60,1,430,UPI,87,Delivered Late,9.1,1,60,Slow,Far,Successful,July,,,,,,,,,,,,,,,,,
O009733,C09733,Isha Yadav,53,Hyderabad,Telangana,2023-12-05 00:00:00,Out for Delivery,P00471,Fresh Potato 6 pcs,Baby Care,Diapers,350,5,2750,Credit Card,51,Delivered Late,8.2,4,1750,Slow,Far,Failed,December,,,,,,,,,,,,,,,,,
O009734,C09734,Yash Mehta,56,Bengaluru,Karnataka,2024-07-15 00:00:00,Returned,Not found,Not found,Not found,Not found,0,4,920,Debit Card,39,Delivered On Time,5.8,2,0,Fast,Near,Failed,July,,,,,,,,,,,,,,,,,
O009735,C09735,Krishna Singh,49,Bengaluru,Karnataka,2024-05-25 00:00:00,Delivered,P00525,Urban Dishwash 200g,Snacks & Branded Foods,Chips & Namkeen,70,3,660,Debit Card,8,Delivered On Time,1.3,1,210,Fast,Near,Successful,May,,,,,,,,,,,,,,,,,
O009736,C09736,Ishaan Verma,18,Kolkata,West Bengal,2024-05-12 00:00:00,Delivered,P00043,Quick Floor Cleaner 500ml,Beverages,Soft Drinks,150,1,510,Credit Card,46,Delivered On Time,8.8,4,150,Slow,Far,Successful,May,,,,,,,,,,,,,,,,,
O009737,C09737,Yash Patel,41,Jaipur,Rajasthan,2023-06-10 00:00:00,Cancelled,P01146,Good Milk 200g,Fruits & Vegetables,Fresh Fruits,150,2,520,Cash on Delivery,46,Delivered On Time,7.4,5,300,Slow,Far,Failed,June,,,,,,,,,,,,,,,,,
O009738,C09738,Nisha Reddy,60,Lucknow,Uttar Pradesh,2023-09-21 00:00:00,Delivered,P00715,Good Almonds 1L,Fruits & Vegetables,Fresh Vegetables,190,4,160,UPI,9,Delivered On Time,0.9,4,760,Fast,Near,Successful,September,,,,,,,,,,,,,,,,,
O009739,C09739,Kriti Mehta,53,Delhi,Delhi,2023-09-07 00:00:00,Delivered,P00892,Urban Bread 2kg,Beverages,Energy Drinks,90,4,2200,Credit Card,47,Delivered On Time,8.4,5,360,Slow,Far,Successful,September,,,,,,,,,,,,,,,,,
O009740,C09740,Pooja Gupta,48,Delhi,Delhi,2023-06-16 00:00:00,Delivered,P01074,Urban Cookies 1L,Fruits & Vegetables,Herbs,300,4,1160,Debit Card,47,Delivered Late,5,4,1200,Slow,Near,Successful,June,,,,,,,,,,,,,,,,,
O009741,C09741,Rohan Reddy,24,Delhi,Delhi,2023-02-28 00:00:00,Delivered,P00289,Smart Almonds 12 pcs,Personal Care,Skin Care,550,1,340,UPI,65,Delivered Late,6.4,4,550,Slow,Far,Successful,February,,,,,,,,,,,,,,,,,
O009742,C09742,Kriti Reddy,57,Mumbai,Maharashtra,2023-01-11 00:00:00,Delivered,P00311,Happy Milk 500ml,Baby Care,Diapers,740,2,1480,UPI,72,Delivered Late,9.6,4,1480,Slow,Far,Successful,January,,,,,,,,,,,,,,,,,
O009743,C09743,Meera Singh,52,Mumbai,Maharashtra,2024-04-17 00:00:00,Returned,P01042,Quick Toor Dal 2kg,Personal Care,Hair Care,320,5,950,Wallet,31,Delivered Late,3.6,4,1600,Fast,Near,Failed,April,,,,,,,,,,,,,,,,,
O009744,C09744,Nisha Verma,47,Ahmedabad,Gujarat,2023-07-24 00:00:00,Delivered,P00141,Quick Curd 12 pcs,Personal Care,Hair Care,390,3,510,UPI,63,Delivered Late,7.6,4,1170,Slow,Far,Successful,July,,,,,,,,,,,,,,,,,
O009745,C09745,Vivaan Yadav,52,Ahmedabad,Gujarat,2024-06-17 00:00:00,Delivered,P00476,Daily Dishwash 1kg,Dairy & Bakery,Curd & Yogurt,290,2,980,UPI,55,Delivered On Time,7.2,5,580,Slow,Far,Successful,June,,,,,,,,,,,,,,,,,
O009746,C09746,Aditya Singh,34,Bengaluru,Karnataka,2024-04-20 00:00:00,Returned,P00196,Pure Basmati Rice 500ml,Baby Care,Diapers,290,2,80,Cash on Delivery,41,Delivered On Time,6.6,3,580,Fast,Far,Failed,April,,,,,,,,,,,,,,,,,
O009747,C09747,Riya Sharma,47,Ahmedabad,Gujarat,2024-05-28 00:00:00,Out for Delivery,P00028,Pure Toor Dal 1kg,Personal Care,Oral Care,190,4,840,Cash on Delivery,13,Delivered On Time,3.3,4,760,Fast,Near,Failed,May,,,,,,,,,,,,,,,,,
O009748,C09748,Kabir Singh,34,Delhi,Delhi,2023-10-25 00:00:00,Delivered,P00157,Happy Shampoo 1kg,Personal Care,Hair Care,120,4,200,Debit Card,5,Delivered On Time,1.8,4,480,Fast,Near,Successful,October,,,,,,,,,,,,,,,,,
O009749,C09749,Ishaan Gupta,59,Lucknow,Uttar Pradesh,2023-11-29 00:00:00,Out for Delivery,P01082,Smart Cold Drink 6 pcs,Fruits & Vegetables,Fresh Vegetables,170,3,210,Debit Card,64,Delivered Late,7.8,5,510,Slow,Far,Failed,November,,,,,,,,,,,,,,,,,
O009750,C09750,Yash Verma,26,Hyderabad,Telangana,2024-08-29 00:00:00,Delivered,P00076,Metro Potato 1L,Grocery & Staples,Atta & Flour,340,4,640,Debit Card,56,Delivered On Time,7.9,3,1360,Slow,Far,Successful,August,,,,,,,,,,,,,,,,,
O009751,C09751,Aarav Sharma,41,Jaipur,Rajasthan,2024-12-24 00:00:00,Delivered,P01019,Metro Dishwash 1L,Snacks & Branded Foods,Instant Food,150,1,170,UPI,75,Delivered Late,8.6,4,150,Slow,Far,Successful,December,,,,,,,,,,,,,,,,,
O009752,C09752,Aryan Patel,49,Jaipur,Rajasthan,2024-11-25 00:00:00,Delivered,P01024,Smart Potato 500ml,Dairy & Bakery,Curd & Yogurt,270,2,240,Debit Card,92,Delivered Late,8.2,5,540,Slow,Far,Successful,November,,,,,,,,,,,,,,,,,
O009753,C09753,Nisha Patel,23,Delhi,Delhi,2023-01-15 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,1,70,UPI,61,Delivered Late,5.4,4,0,Slow,Near,Successful,January,,,,,,,,,,,,,,,,,
O009754,C09754,Riya Reddy,49,Hyderabad,Telangana,2023-06-10 00:00:00,Returned,P00058,Green Floor Cleaner 200g,Personal Care,Oral Care,400,4,320,Net Banking,37,Delivered Late,3.6,5,1600,Fast,Near,Failed,June,,,,,,,,,,,,,,,,,
O009755,C09755,Diya Verma,44,Delhi,Delhi,2024-02-26 00:00:00,Delivered,P00542,Smart Toor Dal 200g,Personal Care,Hair Care,230,2,540,Debit Card,69,Delivered Late,8.6,4,460,Slow,Far,Successful,February,,,,,,,,,,,,,,,,,
O009756,C09756,Ishaan Verma,27,Delhi,Delhi,2024-01-26 00:00:00,Delivered,P00344,Good Coffee 500ml,Fruits & Vegetables,Fresh Fruits,260,1,510,Debit Card,43,Delivered On Time,8.8,1,260,Fast,Far,Successful,January,,,,,,,,,,,,,,,,,
O009757,C09757,Riya Mehta,48,Kolkata,West Bengal,2023-01-25 00:00:00,Delivered,P00638,Metro Cold Drink 12 pcs,Grocery & Staples,Atta & Flour,540,3,1170,Debit Card,47,Delivered On Time,7.8,5,1620,Slow,Far,Successful,January,,,,,,,,,,,,,,,,,
O009758,C09758,Riya Reddy,58,Hyderabad,Telangana,2024-08-03 00:00:00,Delivered,P00596,Quick Banana 6 pcs,Snacks & Branded Foods,Instant Food,210,3,90,Debit Card,42,Delivered Late,4.4,4,630,Fast,Near,Successful,August,,,,,,,,,,,,,,,,,
O009759,C09759,Vivaan Sharma,51,Chennai,Tamil Nadu,2024-04-24 00:00:00,Delivered,P00376,Metro Tomato 6 pcs,Beverages,Juices,110,2,400,Cash on Delivery,72,Delivered On Time,9.9,4,220,Slow,Far,Successful,April,,,,,,,,,,,,,,,,,
O009760,C09760,Riya Gupta,21,Kolkata,West Bengal,2023-01-31 00:00:00,Delivered,P00096,Happy Bread 500ml,Baby Care,Baby Skin Care,180,4,320,UPI,60,Delivered Late,8,2,720,Slow,Far,Successful,January,,,,,,,,,,,,,,,,,
O009761,C09761,Saanvi Yadav,29,Kolkata,West Bengal,2024-10-18 00:00:00,Out for Delivery,Not found,Not found,Not found,Not found,0,3,300,UPI,34,Delivered Late,4.9,5,0,Fast,Near,Failed,October,,,,,,,,,,,,,,,,,
O009762,C09762,Aarav Verma,53,Lucknow,Uttar Pradesh,2023-10-02 00:00:00,Delivered,P01074,Urban Cookies 1L,Fruits & Vegetables,Herbs,300,2,220,Wallet,9,Delivered On Time,3.1,4,600,Fast,Near,Successful,October,,,,,,,,,,,,,,,,,
O009763,C09763,Krishna Mehta,55,Bengaluru,Karnataka,2024-12-16 00:00:00,Delivered,P00275,Metro Tomato 1L,Baby Care,Baby Food,390,4,1320,Credit Card,27,Delivered Late,1.8,2,1560,Fast,Near,Successful,December,,,,,,,,,,,,,,,,,
O009764,C09764,Aditya Patel,19,Chennai,Tamil Nadu,2023-04-13 00:00:00,Delivered,P00371,Quick Namkeen 500g,Baby Care,Baby Skin Care,170,2,600,Credit Card,13,Delivered On Time,2.8,5,340,Fast,Near,Successful,April,,,,,,,,,,,,,,,,,
O009765,C09765,Diya Sharma,50,Kolkata,West Bengal,2024-06-17 00:00:00,Delivered,P00232,Urban Toor Dal 12 pcs,Personal Care,Hair Care,110,5,700,UPI,42,Delivered Late,5.8,3,550,Fast,Near,Successful,June,,,,,,,,,,,,,,,,,
O009766,C09766,Saanvi Gupta,44,Bengaluru,Karnataka,2023-10-06 00:00:00,Delivered,P00858,Happy Juice 12 pcs,Fruits & Vegetables,Herbs,210,3,210,Debit Card,6,Delivered On Time,1,5,630,Fast,Near,Successful,October,,,,,,,,,,,,,,,,,
O009767,C09767,Riya Patel,26,Lucknow,Uttar Pradesh,2023-06-25 00:00:00,Cancelled,P00758,Pure Tea 1kg,Snacks & Branded Foods,Biscuits & Cookies,230,5,700,Debit Card,32,Delivered Late,1.5,5,1150,Fast,Near,Failed,June,,,,,,,,,,,,,,,,,
O009768,C09768,Vihaan Mehta,27,Jaipur,Rajasthan,2023-03-31 00:00:00,Delivered,P00109,Good Juice 500ml,Dairy & Bakery,Breads,130,4,200,Credit Card,34,Delivered Late,3.8,5,520,Fast,Near,Successful,March,,,,,,,,,,,,,,,,,
O009769,C09769,Diya Singh,33,Delhi,Delhi,2024-01-07 00:00:00,Delivered,P00543,Urban Juice 1kg,Baby Care,Baby Skin Care,670,1,330,Cash on Delivery,39,Delivered Late,3.4,4,670,Fast,Near,Successful,January,,,,,,,,,,,,,,,,,
O009770,C09770,Vivaan Gupta,30,Chennai,Tamil Nadu,2023-12-06 00:00:00,Delivered,P00697,Pure Milk 12 pcs,Dairy & Bakery,Milk,40,2,60,Debit Card,40,Delivered Late,3.2,3,80,Fast,Near,Successful,December,,,,,,,,,,,,,,,,,
O009771,C09771,Riya Khan,24,Bengaluru,Karnataka,2024-02-24 00:00:00,Delivered,P01094,Metro Toor Dal 1kg,Household,Disposables,340,2,400,UPI,21,Delivered On Time,5.5,3,680,Fast,Near,Successful,February,,,,,,,,,,,,,,,,,
O009772,C09772,Vivaan Khan,40,Pune,Maharashtra,2024-07-12 00:00:00,Delivered,P00697,Pure Milk 12 pcs,Dairy & Bakery,Milk,40,2,1280,Cash on Delivery,47,Delivered Late,4.8,5,80,Slow,Near,Successful,July,,,,,,,,,,,,,,,,,
O009773,C09773,Vihaan Verma,56,Pune,Maharashtra,2023-09-24 00:00:00,Cancelled,P00311,Happy Milk 500ml,Baby Care,Diapers,740,5,3500,Cash on Delivery,40,Delivered Late,2.8,5,3700,Fast,Near,Failed,September,,,,,,,,,,,,,,,,,
O009774,C09774,Aditya Khan,43,Ahmedabad,Gujarat,2023-08-29 00:00:00,Delivered,P00671,Daily Juice 6 pcs,Personal Care,Skin Care,340,2,260,UPI,57,Delivered On Time,7.6,5,680,Slow,Far,Successful,August,,,,,,,,,,,,,,,,,
O009775,C09775,Diya Mehta,31,Chennai,Tamil Nadu,2024-01-01 00:00:00,Delivered,P00486,Happy Cookies 500ml,Baby Care,Baby Skin Care,180,5,1100,Wallet,47,Delivered On Time,9.4,5,900,Slow,Far,Successful,January,,,,,,,,,,,,,,,,,
O009776,C09776,Vihaan Gupta,52,Jaipur,Rajasthan,2024-04-06 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,4,640,UPI,55,Delivered Late,6,4,0,Slow,Near,Successful,April,,,,,,,,,,,,,,,,,
O009777,C09777,Aarav Reddy,53,Pune,Maharashtra,2023-04-04 00:00:00,Delivered,P00405,Fresh Toor Dal 6 pcs,Baby Care,Diapers,280,3,840,UPI,19,Delivered On Time,4.4,4,840,Fast,Near,Successful,April,,,,,,,,,,,,,,,,,
O009778,C09778,Aryan Reddy,38,Pune,Maharashtra,2024-10-19 00:00:00,Delivered,P00317,Happy Toor Dal 500ml,Personal Care,Skin Care,420,4,680,UPI,37,Delivered Late,3.4,5,1680,Fast,Near,Successful,October,,,,,,,,,,,,,,,,,
O009779,C09779,Ananya Sharma,34,Jaipur,Rajasthan,2023-06-04 00:00:00,Delivered,P00182,Daily Chocolate 12 pcs,Dairy & Bakery,Breads,100,4,200,Cash on Delivery,63,Delivered On Time,9.8,5,400,Slow,Far,Successful,June,,,,,,,,,,,,,,,,,
O009780,C09780,Diya Mehta,58,Mumbai,Maharashtra,2024-01-23 00:00:00,Delivered,P00839,Urban Basmati Rice 1L,Beverages,Tea & Coffee,150,3,360,Wallet,5,Delivered On Time,0.8,3,450,Fast,Near,Successful,January,,,,,,,,,,,,,,,,,
O009781,C09781,Pooja Sharma,53,Ahmedabad,Gujarat,2023-12-25 00:00:00,Delivered,P00295,Metro Toor Dal 6 pcs,Baby Care,Baby Skin Care,540,1,320,UPI,37,Delivered On Time,6.2,4,540,Fast,Far,Successful,December,,,,,,,,,,,,,,,,,
O009782,C09782,Khushi Singh,36,Lucknow,Uttar Pradesh,2024-10-10 00:00:00,Delivered,P00277,Green Apple 12 pcs,Household,Laundry,260,1,160,Cash on Delivery,40,Delivered On Time,6.8,4,260,Fast,Far,Successful,October,,,,,,,,,,,,,,,,,
O009783,C09783,Meera Reddy,43,Mumbai,Maharashtra,2023-09-17 00:00:00,Delivered,P00973,Metro Eggs 6 pcs,Household,Laundry,200,1,440,Credit Card,34,Delivered On Time,4.9,4,200,Fast,Near,Successful,September,,,,,,,,,,,,,,,,,
O009784,C09784,Isha Mehta,41,Lucknow,Uttar Pradesh,2023-03-14 00:00:00,Out for Delivery,P00779,Green Curd 2kg,Household,Disposables,200,3,330,Debit Card,28,Delivered Late,1.9,5,600,Fast,Near,Failed,March,,,,,,,,,,,,,,,,,
O009785,C09785,Vivaan Yadav,54,Jaipur,Rajasthan,2024-03-17 00:00:00,Delivered,P00387,Urban Curd 200g,Personal Care,Deos & Perfumes,210,4,160,Wallet,50,Delivered Late,5.7,4,840,Slow,Near,Successful,March,,,,,,,,,,,,,,,,,
O009786,C09786,Nisha Sharma,49,Ahmedabad,Gujarat,2024-02-07 00:00:00,Delivered,P00774,Daily Atta 12 pcs,Fruits & Vegetables,Fresh Vegetables,260,3,210,Wallet,26,Delivered Late,1.8,5,780,Fast,Near,Successful,February,,,,,,,,,,,,,,,,,
O009787,C09787,Ishaan Sharma,50,Delhi,Delhi,2023-11-18 00:00:00,Delivered,P00235,Quick Basmati Rice 2kg,Beverages,Juices,60,2,680,UPI,45,Delivered Late,4.7,5,120,Fast,Near,Successful,November,,,,,,,,,,,,,,,,,
O009788,C09788,Kabir Sharma,32,Hyderabad,Telangana,2023-01-03 00:00:00,Delivered,P00555,Happy Toor Dal 1kg,Fruits & Vegetables,Fresh Vegetables,150,4,1680,Cash on Delivery,53,Delivered On Time,6.2,4,600,Slow,Far,Successful,January,,,,,,,,,,,,,,,,,
O009789,C09789,Isha Jain,27,Lucknow,Uttar Pradesh,2024-05-01 00:00:00,Delivered,P00179,Quick Namkeen 500ml,Baby Care,Baby Food,390,2,960,UPI,30,Delivered On Time,7,3,780,Fast,Far,Successful,May,,,,,,,,,,,,,,,,,
O009790,C09790,Pooja Gupta,37,Delhi,Delhi,2024-02-23 00:00:00,Delivered,P00013,Quick Cold Drink 500g,Snacks & Branded Foods,Instant Food,160,3,570,Credit Card,15,Delivered On Time,3,4,480,Fast,Near,Successful,February,,,,,,,,,,,,,,,,,
O009791,C09791,Krishna Jain,32,Bengaluru,Karnataka,2023-11-03 00:00:00,Delivered,P00256,Smart Banana 1L,Household,Cleaning Supplies,320,4,600,Debit Card,55,Delivered On Time,7.5,4,1280,Slow,Far,Successful,November,,,,,,,,,,,,,,,,,
O009792,C09792,Kabir Patel,51,Jaipur,Rajasthan,2023-07-27 00:00:00,Delivered,P00134,Daily Chocolate 200g,Household,Disposables,350,3,300,UPI,15,Delivered On Time,1.5,4,1050,Fast,Near,Successful,July,,,,,,,,,,,,,,,,,
O009793,C09793,Rohan Sharma,45,Bengaluru,Karnataka,2023-09-03 00:00:00,Delivered,P00983,Fresh Coffee 6 pcs,Grocery & Staples,Dry Fruits,490,2,1100,Debit Card,36,Delivered Late,2.4,3,980,Fast,Near,Successful,September,,,,,,,,,,,,,,,,,
O009794,C09794,Rohan Gupta,60,Delhi,Delhi,2024-05-13 00:00:00,Delivered,P01074,Urban Cookies 1L,Fruits & Vegetables,Herbs,300,1,260,UPI,39,Delivered On Time,4.7,4,300,Fast,Near,Successful,May,,,,,,,,,,,,,,,,,
O009795,C09795,Diya Reddy,50,Pune,Maharashtra,2024-04-25 00:00:00,Delivered,P00435,Smart Banana 6 pcs,Beverages,Tea & Coffee,130,5,1050,Cash on Delivery,5,Delivered On Time,0.6,2,650,Fast,Near,Successful,April,,,,,,,,,,,,,,,,,
O009796,C09796,Krishna Reddy,19,Delhi,Delhi,2023-03-26 00:00:00,Cancelled,P01056,Urban Dishwash 2kg,Household,Laundry,210,5,1300,UPI,30,Delivered On Time,5.6,4,1050,Fast,Near,Failed,March,,,,,,,,,,,,,,,,,
O009797,C09797,Meera Verma,33,Ahmedabad,Gujarat,2023-01-06 00:00:00,Out for Delivery,P01005,Fresh Shampoo 200g,Personal Care,Skin Care,520,3,90,UPI,36,Delivered On Time,5.2,4,1560,Fast,Near,Failed,January,,,,,,,,,,,,,,,,,
O009798,C09798,Pooja Jain,57,Pune,Maharashtra,2023-01-03 00:00:00,Delivered,P00890,Quick Tomato 2kg,Baby Care,Baby Food,530,1,250,UPI,36,Delivered On Time,6.3,3,530,Fast,Far,Successful,January,,,,,,,,,,,,,,,,,
O009799,C09799,Yash Khan,49,Bengaluru,Karnataka,2023-01-31 00:00:00,Delivered,P00424,Good Toothpaste 12 pcs,Personal Care,Deos & Perfumes,250,2,400,UPI,33,Delivered Late,3,5,500,Fast,Near,Successful,January,,,,,,,,,,,,,,,,,
O009800,C09800,Yash Sharma,37,Mumbai,Maharashtra,2023-06-30 00:00:00,Out for Delivery,P00076,Metro Potato 1L,Grocery & Staples,Atta & Flour,340,5,1250,UPI,23,Delivered On Time,6.1,4,1700,Fast,Far,Failed,June,,,,,,,,,,,,,,,,,
O009801,C09801,Yash Sharma,46,Jaipur,Rajasthan,2023-03-08 00:00:00,Delivered,P00041,Urban Potato 6 pcs,Dairy & Bakery,Milk,280,4,480,Debit Card,58,Delivered Late,8.3,3,1120,Slow,Far,Successful,March,,,,,,,,,,,,,,,,,
O009802,C09802,Kriti Patel,22,Chennai,Tamil Nadu,2023-10-18 00:00:00,Delivered,P00064,Good Toor Dal 2kg,Snacks & Branded Foods,Chips & Namkeen,40,5,600,Credit Card,61,Delivered Late,7,4,200,Slow,Far,Successful,October,,,,,,,,,,,,,,,,,
O009803,C09803,Ananya Sharma,19,Chennai,Tamil Nadu,2024-03-07 00:00:00,Delivered,P00458,Quick Juice 500g,Baby Care,Diapers,150,4,560,UPI,7,Delivered On Time,1.7,5,600,Fast,Near,Successful,March,,,,,,,,,,,,,,,,,
O009804,C09804,Aditya Gupta,52,Kolkata,West Bengal,2023-03-28 00:00:00,Delivered,Not found,Not found,Not found,Not found,0,3,2160,UPI,29,Delivered On Time,4.6,4,0,Fast,Near,Successful,March,,,,,,,,,,,,,,,,,
O009805,C09805,Riya Jain,43,Lucknow,Uttar Pradesh,2024-07-20 00:00:00,Delivered,P00758,Pure Tea 1kg,Snacks & Branded Foods,Biscuits & Cookies,230,5,1550,Credit Card,83,Delivered Late,8.1,3,1150,Slow,Far,Successful,July,,,,,,,,,,,,,,,,,
O009806,C09806,Ishaan Khan,27,Mumbai,Maharashtra,2023-10-12 00:00:00,Delivered,P00915,Happy Shampoo 12 pcs,Snacks & Branded Foods,Instant Food,190,2,1400,Credit Card,83,Delivered Late,8.5,2,380,Slow,Far,Successful,October,,,,,,,,,,,,,,,,,
O009807,C09807,Yash Singh,40,Hyderabad,Telangana,2024-10-19 00:00:00,Delivered,P00248,Daily Chocolate 1kg,Dairy & Bakery,Breads,20,3,1080,UPI,35,Delivered Late,3.6,3,60,Fast,Near,Successful,October,,,,,,,,,,,,,,,,,
O009808,C09808,Pooja Mehta,51,Ahmedabad,Gujarat,2024-05-03 00:00:00,Delivered,P01164,Smart Curd 500ml,Snacks & Branded Foods,Biscuits & Cookies,100,5,150,Wallet,39,Delivered Late,3.6,4,500,Fast,Near,Successful,May,,,,,,,,,,,,,,,,,
